event_id,name,start_date,end_date,location,category
1115,"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",3/5/19,5/5/19,WujiangWC,World Cup
1116,IFSC Climbing Worldcup (B) - Munich (GER) 2019,18/5/19,19/5/19,MunichWC,World Cup
1117,IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7/6/19,8/6/19,VailWC,World Cup
1118,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",4/7/19,6/7/19,VillarsWC,World Cup
1119,"IFSC Climbing Worldcup (L, S) - Chamonix (FRA) 2019 ",11/7/19,13/7/19,ChamonixWC,World Cup
1120,IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 ,19/7/19,20/7/19,BriançonWC,World Cup
1121,IFSC Climbing World Championships - Hachioji (JPN) 2019,11/8/19,21/8/19,WCH Hachioji,World Championship
1122,IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,18/8/19,21/8/19,WCH Combined,World Championship
1123,IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28/9/19,29/9/19,KranjWC,World Cup
1124,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2019 ",18/10/19,20/10/19,XiamenWC,World Cup
1125,IFSC Climbing Worldcup (L) - Inzai (JPN) 2019 ,26/10/19,27/10/19,InzaiWC,World Cup
1126,IFSC Youth World Championships -  Arco (ITA) 2019 ,22/8/19,31/8/19,YWCH Arco,World Championship
1131,Asian Championships - Bogor (INA) 2019,6/11/19,10/11/19,ACH Palembang,Continental
1132,Asian Combined Youth Championships - Chongqing (CHN) 2019,14/11/19,17/11/19,Asian_Youth_Chp_18,Continental
1133,Asian Youth Championships - Bengaluru (IND) 2019 ,12/12/19,15/12/19,Asian_Youth_Chp_19,Continental
1134,"IFSC European Cup (B,S) - Innsbruck (AUT) 2019",2/5/19,4/5/19,Inns19,Continental
1135,European Championship (B) - Zakopane (POL) 2019,5/9/19,7/9/19,PolandECH,Continental
1136,"European Championship (L,S) - Edinburgh (GBR) 2019",4/10/19,6/10/19,EdinCH19,Continental
1137,European Youth Cup (B) - Soure (POR) 2019,27/4/19,28/4/19,Soure,Continental
1138,European Youth Cup (B) - Graz (AUT) 2019,11/5/19,12/5/19,Graz,Continental
1139,European Youth Cup (S) - Mezzolombardo (ITA) 2019,18/5/19,18/5/19,Mazzolombardo,Continental
1140,European Youth Cup (B) - Sofia (BUL) 2019,25/5/19,26/5/19,Sofia,Continental
1141,European Youth Cup (L) - Ostermundigen (SUI) 2019,22/6/19,23/6/19,Ostermundigen,Continental
1142,European Youth Cup (L) - St. Pierre Faucigny (FRA) 2019,29/6/19,30/6/19,St. Pierre Faucigny,Continental
1143,European Youth Cup (S) - Tarnow (POL) 2019,19/7/19,20/7/19,Tarnow,Continental
1144,"European Youth Cup (S,L) - Imst (AUT) 2019",2/8/19,4/8/19,Imst,Continental
1145,European Youth Championships (B) - Brixen (ITA) 2019,20/9/19,22/9/19,EYCH_Brixen_19,Continental
1146,"European Youth Championships (L,S) - Voronezh (RUS) 2019",18/10/19,20/10/19,EYCH_Voronezh_19,Continental
1147,"PanAmerican Youth Championships (L, S, B) - Ibarra (ECU) 2019 ",3/12/19,8/12/19,PAC Ibarra,Continental
1148,PanAmerican Youth Championships Combined - Ibarra (ECU) 2019 ,7/12/19,12/12/19,PAC Ibarra,Continental
1149,ANOC World Beach Games (B) - Doha (QAT),13/10/19,14/10/19,BG19,Other
1152,IFSC Combined Qualifier - Toulouse/Tournefeuille (FRA) 2019,28/11/19,1/12/19,WCH Combined,Other
1156,"International Climbing Series - Outdoor Village Speed Stars - Akishima, Tokyo (JPN) 2019",12/5/19,12/5/19,Speed Stars 2019,Other
1162,International Climbing Series - China Open - Guangzhou (CHN) 2019,31/10/19,3/11/19,China_Open_19,Other
1163,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",22/10/16,23/10/16,XiamenWC,World Cup
1164,IFSC Climbing Worldcup (L) - Chamonix (FRA) 2017,12/7/17,13/7/17,ChamonixWC,World Cup
1165,IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,28/7/17,29/7/17,BriançonWC,World Cup
1166,"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",20/11/20,29/11/20,Moscow,Continental
1167,IFSC Oceania - Continental Championships (C) - Sydney (AUS) 2020,18/12/20,20/12/20,Sydney,Continental
1168,IFSC Africa - Continental Championships (C) - Cape Town (RSA) 2020,16/12/20,20/12/20,Cape Town,Continental
1170,UIAA Worldcup - Leipzig (GER) 1999,27/5/99,28/5/99,W-Leipzig,World Cup
1171,IFSC Pan Am - Pre Qualifying event (C) - Los Angeles (USA) 2020,25/2/20,27/2/20,Los Angeles,Continental
1176,Olympic Games -  Sport Climbing combined event -Tokyo (JPN) 2020,3/8/20,7/8/20,Tokyo,Other
1177,"IFSC Youth - World Championships (B,S,L) - Voronezh (RUS) 2020 - CANCELLED",22/8/20,31/8/20,Voronezh,World Championship
1181,IFSC Europe - Continental Youth Cup (L) - Augsburg (GER) 2020,16/9/20,18/9/20,Augsburg,Continental
1183,IFSC Connected Speed Knockout presented by Japan Airlines,1/8/20,2/8/20,Torino,Other
1184,IFSC Europe - Continental Cup - Voronezh (RUS) - CANCELLED,3/12/20,6/12/20,Voronezh,Continental
1185,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",15/9/21,21/9/21,Moscow,World Championship
1186,"IFSC - Climbing Youth World Championships (B,L,S) - Voronezh (RUS) 2021",20/8/21,31/8/21,Voronezh,World Championship
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,15/4/21,17/4/21,Meiringen,World Cup
1189,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2021 - CANCELLED",30/9/21,3/10/21,Seoul,World Cup
1190,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,21/5/21,23/5/21,Salt Lake City,World Cup
1192,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2021",28/5/21,31/5/21,Salt Lake City,World Cup
1193,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2021",22/6/21,26/6/21,Innsbruck,World Cup
1194,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",30/6/21,3/7/21,Villars,World Cup
1195,IFSC - Climbing World Cup (L) - Chamonix (FRA) 2021,11/7/21,13/7/21,Chamonix,World Cup
1196,IFSC - Climbing World Cup (L) - Briançon (FRA) 2021,16/7/21,18/7/21,Briançon,World Cup
1197,IFSC - Climbing World Cup (L) - Kranj (SLO) 2021,2/9/21,4/9/21,Ljubljana,World Cup
1200,IFSC Europe - Continental Youth Cup (S) - Tarnow (POL),13/11/20,14/11/20,Tarnow,Continental
1205,IFSC Europe - Continental Cup (B) - Klagenfurt (AUT) 2021,9/4/21,11/4/21,Klagenfurt,Continental
1206,IFSC Europe - Continental Cup (B) - Belgrad (SRB) 2021 - CANCELLED,28/5/21,30/5/21,Belgrad,Continental
1207,IFSC Europe - Continental Cup (B) - Krakow (POL) 2021,6/8/21,8/8/21,Krakow,Continental
1208,IFSC Europe - Continental Cup (S) - Innsbruck (AUT) 2021,22/6/21,23/6/21,Innsbruck,Continental
1209,IFSC Europe - Continental Cup (S) - Gaflenz (AUT) 2021,26/6/21,27/6/21,Gaflenz,Continental
1210,"IFSC Europe - Continental Cup (L,S) - Laval (FRA) 2021",21/10/21,24/10/21,Laval,Continental
1211,"IFSC Europe - Continental Cup (L,S) - Tyumen (RUS) 2021 - CANCELLED",4/11/21,7/11/21,Tyumen,Continental
1212,IFSC Europe - Continental Youth Cup (B) - Soure (POR) 2021,8/10/21,10/10/21,Soure,Continental
1213,IFSC Europe - Continental Youth Cup (B) - Graz (AUT) 2021,13/5/21,16/5/21,Graz,Continental
1214,IFSC Europe - Continental Youth Cup (S) - Bochum (GER) 2021,3/6/21,4/6/21,Bochum,Continental
1215,"IFSC Europe - Continental Youth Cup (L,S) - Imst (AUT) 2021",10/6/21,13/6/21,Imst,Continental
1216,IFSC Europe - Continental Youth Cup (L) - Ostermundigen (SUI),18/6/21,20/6/21,Ostermundigen,Continental
1217,IFSC Europe - Continental Youth Cup (S) - Gaflenz (AUT),26/6/21,27/6/21,Gaflenz,Continental
1218,"IFSC Europe - Continental Youth Cup (L,S) - Puurs (BEL) 2021",1/7/21,4/7/21,Puurs,Continental
1219,IFSC Europe - Continental Youth Cup (L) - Veliko Tarnovo (BUL) 2021,23/7/21,25/7/21,Veliko Tarnovo,Continental
1220,"IFSC Europe - Continental Youth Cup (L,S) - Zilina (SVK) 2021",28/7/21,31/7/21,Zilina,Continental
1221,"IFSC Europe - Continental Youth Championships (B,S,L) - Perm (RUS)",30/4/21,5/5/21,Perm,Continental
1227,Olympic Games (C) - Tokyo (JPN) 2020,2/8/21,6/8/21,Tokyo,Other
1231,"IFSC Pan Am - Continental Championships (B,S,L) - Ibarra (ECU) 2021",30/11/21,6/12/21,Ibarra,Continental
1233,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,7/4/22,10/4/22,Meiringen,World Cup
1235,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",5/5/22,8/5/22,Seoul,World Cup
1236,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",20/5/22,23/5/22,Salt Lake City,World Cup
1237,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",27/5/22,30/5/22,Salt Lake City,World Cup
1238,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2022",21/6/22,26/6/22,Innsbruck,World Cup
1239,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2022",29/6/22,2/7/22,Villars-sur-Ollon,World Cup
1240,"IFSC - Climbing World Cup (L,S) - Chamonix (FRA) 2022",7/7/22,10/7/22,Chamonix,World Cup
1241,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,21/7/22,23/7/22,Briançon,World Cup
1242,IFSC - Climbing World Cup (L) - Koper (SLO) 2022,1/9/22,3/9/22,Koper,World Cup
1243,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",23/9/22,26/9/22,Jakarta,World Cup
1245,"World Games (B,S,L) - Birmingham (USA) 2022",14/7/22,17/7/22,Birmingham,Other
1246,"IFSC - Climbing Youth World Championships (B,S,L) - Dallas (USA) 2022",22/8/22,1/9/22,United States,World Championship
1247,"IFSC Europe - Continental Championships (B,S,L) - Munich (GER) 2022",10/8/22,18/8/22,Munich,Continental
1248,Asian Games - Hangzhou (CHN) 2022 - POSTPONED,14/9/22,19/9/22,Hangzhou,Other
1249,"FISU University Championships (B,S,L) - Innsbruck (AUT) 2022",12/6/22,17/6/22,Innsbruck,Other
1252,"IFSC Africa - Continental Championships (B,S,L) - Johannesburg (RSA) 2021",15/12/21,18/12/21,Johannesburg,Continental
1257,Youth Olympic Games - Buenos Aires (ARG) 2018,1/10/18,28/10/18,Buenos Aires,Other
1258,IFSC Europe - Continental Youth Cup (B) - Chambéry (FRA) 2022,8/4/22,10/4/22,Chambéry,Continental
1259,IFSC Europe - Continental Youth Cup (B) - Soure (POR) 2022,22/4/22,24/4/22,Soure,Continental
1260,IFSC Europe - Continental Cup (B) - Prague (CZE) 2022,28/4/22,1/5/22,Prague,Continental
1261,IFSC Europe - Continental Cup (B) - Brixen (ITA) 2022,6/5/22,8/5/22,Brixen,Continental
1262,"IFSC Europe - Continental Youth Cup (L,S) - Imst (AUT) 2022",26/5/22,29/5/22,Imst,Continental
1263,IFSC Europe - Continental Cup (B) - Klagenfurt (AUT) 2022,19/5/22,21/5/22,Klagenfurt,Continental
1264,"IFSC Europe - Continental Cup (L,S) - Tyumen (RUS) 2022 - CANCELLED",3/6/22,5/6/22,Tyumen,Continental
1265,IFSC Europe - Continental Cup (S) - Innsbruck (AUT) 2022,20/6/22,21/6/22,Innsbruck,Continental
1266,IFSC Europe - Continental Youth Cup (L) - Ostermundigen (SUI) 2022,24/6/22,26/6/22,Ostermundigen,Continental
1267,IFSC Europe - Continental Youth Cup (L) - Dornbirn (AUT) 2022,1/7/22,3/7/22,Dornbirn,Continental
1268,"IFSC Europe - Continental Youth Championship (L,S) - Augsburg (GER) 2022",7/7/22,10/7/22,Augsburg,Continental
1269,"IFSC Europe - Continental Cup (L,S) - Žilina (SVK) 2022",15/7/22,17/7/22,Žilina,Continental
1270,IFSC Europe - Continental Youth Cup (S) - Mezzolombardo (ITA) 2022,28/7/22,29/7/22,Mezzolombardo,Continental
1271,IFSC Europe - Continental Cup (S) - Mezzolombardo (ITA) 2022,29/7/22,30/7/22,Mezzolombardo,Continental
1272,IFSC Europe - Continental Youth Championship (B) - Graz (AUT) 2022,2/8/22,6/8/22,Graz,Continental
1273,IFSC Europe - Continental Cup (S) - Hamburg (GER) 2022,24/9/22,25/9/22,Hamburg,Continental
1274,"IFSC Europe - Continental Youth Cup (L,S,B) - Kaliningrad (RUS) 2022 - CANCELLED",11/10/22,16/10/22,Kaliningrad,Continental
1275,IFSC Europe - Continental Cup (S) - Laval (FRA) 2022,20/10/22,22/10/22,Laval,Continental
1283,"IFSC Europe - Continental Cup (L,S) - Arco (ITA) 2022",3/6/22,5/6/22,Arco,Continental
1284,IFSC - Climbing World Cup (B) - Brixen (ITA) 2022,9/6/22,12/6/22,Brixen,World Cup
1287,"IFSC Asia - Continental Championships (B, L, S, B&L) - Republic of Korea 2022",9/10/22,16/10/22,Seoul,Continental
1288,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",8/9/22,11/9/22,Edinburgh,World Cup
1291,IFSC World Cup Hachioji 2023,20/4/23,23/4/23,Hachioji,World Cup
1292,IFSC World Cup Seoul 2023,27/4/23,30/4/23,Seoul,World Cup
1293,IFSC World Cup Jakarta 2023,5/5/23,7/5/23,Indonesia,World Cup
1294,IFSC World Cup Salt Lake City 2023,19/5/23,22/5/23,Salt Lake City,World Cup
1295,IFSC World Cup Prague 2023,1/6/23,4/6/23,Prague,World Cup
1296,IFSC World Cup Brixen 2023,8/6/23,11/6/23,Brixen,World Cup
1297,IFSC World Cup Innsbruck 2023,13/6/23,18/6/23,Innsbruck,World Cup
1298,IFSC World Cup Villars 2023,29/6/23,2/7/23,Villars-sur-Ollon,World Cup
1299,IFSC World Cup Chamonix 2023,6/7/23,9/7/23,Chamonix,World Cup
1300,IFSC World Cup Briançon 2023,13/7/23,15/7/23,Briançon,World Cup
1301,IFSC World Championships Bern 2023,31/7/23,12/8/23,Bern,World Championship
1304,IFSC Youth World Championships Seoul 2023,17/8/23,27/8/23,South Korea,World Championship
1305,European Games Krakow-Malopolska 2023,20/6/23,2/7/23,Tarnow,Other
1306,Asian Games Hangzhou 2022,22/9/23,8/10/23,Hangzhou,Other
1307,Pan American Games Santiago 2023,20/10/23,26/10/23,Santiago,Other
1309,IFSC European Qualifier Rome 2023,14/9/23,15/9/23,Rome,Other
1310,IFSC Asian Qualifier Jakarta 2023,8/11/23,12/11/23,Jakarta,Other
1311,IFSC Oceania Qualifier Melbourne 2023,23/11/23,26/11/23,Melbourne,Other
1312,IFSC African Qualifier Pretoria 2023,6/12/23,9/12/23,Pretoria,Other
1314,International Climbing Series - Studio Bloc Master - Pfungstadt (GER) 2023,10/3/23,12/3/23,Pfungstadt,Other
1315,IFSC Asia - Continental Cup (B) - Manila (PHI) 2022,4/11/22,6/11/22,Manila,Continental
1316,IFSC Asia - K Continental Championships - Jamshedpur (IND),8/12/22,11/12/22,Jamshedpur,Continental
1317,IFSC European Cup Chambéry 2023,6/4/23,8/4/23,Chambéry,Continental
1318,IFSC European Cup Loverval 2023,26/5/23,28/5/23,Loverval,Continental
1320,IFSC European Cup Liébana 2023,11/5/23,14/5/23,Liébana,Continental
1321,IFSC Europe - Continental Youth Cup (B) - Soure (POR) 2023,21/4/23,23/4/23,Soure,Continental
1322,IFSC Europe - Continental Youth Cup (B) - Kaunas (LTU) 2023,27/4/23,30/4/23,Kaunas,Continental
1323,IFSC Europe - Continental Youth Cup (B) - Graz (AUT) 2023,4/5/23,7/5/23,Graz,Continental
1324,IFSC European Cup Žilina 2023,20/7/23,22/7/23,Žilina,Continental
1325,IFSC European Cup Innsbruck 2023,11/6/23,12/6/23,Innsbruck,Continental
1326,IFSC Europe - Continental Youth Cup (L) - Niederwangen (SUI) 2023,16/6/23,18/6/23,Niederwangen,Continental
1327,IFSC Europe - Continental Youth Cup (L) - St. Pierre en Faucigny (FRA) 2023,23/6/23,25/6/23,St. Pierre en Faucigny,Continental
1328,"IFSC Europe - Continental Youth Cup (L,S) - Imst (AUT) 2023",29/6/23,2/7/23,Imst,Continental
1329,"IFSC Europe - Continental Youth Championship (B,S) - Duisburg (GER) 2023",7/6/23,11/6/23,Duisburg,Continental
1331,IFSC European Cup Tarnów 2023,31/3/23,2/4/23,Tarnów,Continental
1332,IFSC Europe - Continental Youth Cup (S) - Tarnów (POL) 2023,31/3/23,2/4/23,Tarnów,Continental
1336,IFSC European Cup Bologna 2023,1/9/23,3/9/23,Bologna,Continental
1342,IFSC Asia - Continental Youth Cup (S) - Singapore (SGP) 2023,7/7/23,8/7/23,Singapore,Continental
1347,IFSC South American Cup Mar del Plata 2023,15/12/23,18/12/23,Mar del Plata,Continental
1351,NEOM IFSC Masters 2023,21/11/23,24/11/23,Neom Beach Games Mountain Village,Other
1353,IFSC World Cup Keqiao 2024,7/4/24,10/4/24,Keqiao,World Cup
1354,IFSC World Cup Wujiang 2024,11/4/24,14/4/24,Wujiang,World Cup
1355,IFSC World Cup Salt Lake City 2024,3/5/24,6/5/24,Salt Lake CIty,World Cup
1356,IFSC World Cup Innsbruck 2024,25/6/24,30/6/24,Innsbruck,World Cup
1357,IFSC World Cup Chamonix 2024,11/7/24,14/7/24,Chamonix,World Cup
1358,IFSC World Cup Briançon 2024,16/7/24,19/7/24,Briancon,World Cup
1359,IFSC World Cup Koper 2024,5/9/24,7/9/24,Koper,World Cup
1360,IFSC World Cup Prague 2024,19/9/24,22/9/24,Prague,World Cup
1361,IFSC World Cup Seoul 2024,2/10/24,6/10/24,Seoul,World Cup
1363,IFSC Youth European Cup Lublin 2024,16/3/24,17/3/24,Lublin,Continental
1365,IFSC Youth European Cup Soure 2024,19/4/24,21/4/24,Soure,Continental
1366,IFSC European Cup Klagenfurt 2024,25/4/24,27/4/24,Klagenfurt,Continental
1367,IFSC Youth European Cup Graz 2024,2/5/24,5/5/24,Graz,Continental
1368,IFSC Youth European Cup Mezzolombardo 2024,23/5/24,25/5/24,Mezzolombardo,Continental
1369,IFSC European Cup Mezzolombardo 2024,24/5/24,25/5/24,Mezzolombardo,Continental
1371,IFSC Youth European Cup Dornbirn 2024,12/7/24,14/7/24,Dornbirn,Continental
1372,IFSC Youth European Cup Žilina 2024,18/7/24,21/7/24,Žilina,Continental
1373,IFSC European Cup Casalecchio di Reno 2024,13/9/24,15/9/24,,Continental
1375,IFSC Youth European Championships Troyes 2024,24/9/24,29/9/24,Troyes,Continental
1376,IFSC European Cup Lublin 2024,15/3/24,16/3/24,Lublin,Continental
1377,IFSC Youth European Cup Curno 2024,4/4/24,7/4/24,Curno,Continental
1378,IFSC European Cup Augsburg 2024,20/6/24,22/6/24,Augsburg,Continental
1379,IFSC Youth European Cup Ostermundigen 2024,20/9/24,22/9/24,Ostermundigen,Continental
1381,IFSC European Championships Villars 2024,26/8/24,1/9/24,Villars,Continental
1383,IFSC European Cup Innsbruck 2024,23/6/24,24/6/24,Innsbruck,Continental
1384,Olympic Qualifier Series Shanghai 2024,15/5/24,19/5/24,Shanghai,Other
1385,Olympic Qualifier Series Budapest 2024,19/6/24,23/6/24,Budapest,Other
1389,Studio Bloc Masters 2024,8/3/24,10/3/24,Pfungstadt,Other
1390,IFSC European Cup Genova 2024,4/10/24,6/10/24,Genova,Continental
1392,FISU University Championships Koper 2024,8/9/24,12/9/24,Koper,Continental
1393,IFSC South America Cup Curitiba 2024,14/12/24,21/12/24,Curitiba,Continental
1394,IFSC South America Cup Mar del Plata 2024,29/11/24,2/12/24,Mar del Plata,Continental
1396,IFSC Youth World Championships Guiyang 2024,21/8/24,31/8/24,Guiyang,World Championship
1397,IFSC Asian Championships Tai'an 2024,9/10/24,14/10/24,Tai'an,Continental
1398,IFSC Youth Asian Championships Jamshedpur 2024,13/11/24,17/11/24,Jamshedpur,Continental
1400,IFSC South America Cup Ibarra 2024,15/10/24,21/10/24,"Ibarra, ECU",Continental
1401,IFSC Pan American Championships Santiago 2024,20/11/24,25/11/24,Santiago,Continental
1402,IFSC Madrid 4 Speed,19/10/24,20/10/24,"Madrid, ESP",Other
1404,NEOM IFSC Masters 2024,10/11/24,13/11/24,Neom,Other
1423,IFSC Oceania Championships Perth 2024,15/11/24,17/11/24,Perth,Continental
1443,IFSC Oceania Championships Sydney 2024,6/12/24,8/12/24,Sydney,Continental
