event_id,name,start_date,end_date,location,category
411,European Youth Cup - Kranj (SLO) 2005,25/11/05,26/11/05,Kranj,Continental
412,International World Games (L+S) - Duisburg (GER) 2005,22/7/05,23/7/05,Duisburg,Other
413,Int. Event - Open Youth Marseille (FRA) 2005,22/4/05,23/4/05,Marseille,Other
417,Int. Youth Event - Citta di Ravenna (ITA) 2005,24/6/05,26/6/05,Citta di Ravenna,Other
419,Int. Youth Event - Petzen Trophy Kärnten 2005,8/7/05,10/7/05,Kärnten,Other
421,Int. Event (L) - Serre Chevalier (FRA) 2005,29/7/05,30/7/05,Serre Chevalier,Other
422,Int. Event (B) - L'Argentiere (FRA) 2005,5/8/05,5/8/05,L'Argentiere,Other
423,Int. Event (L+B+S) ROCKMASTER - Arco (ITA) 2005,2/9/05,3/9/05,Arco,Other
424,Int. Event (L) - Lisbon (POR) 2005,30/9/05,1/10/05,Lisbon,Other
425,UIAA Climbing Worldcup (B) - Birmingham (GBR) 2006,17/3/06,19/3/06,Birmingham (B),World Cup
426,UIAA Climbing Worldcup (B+S) - Veliko Tarnovo (BUL) 2006,21/4/06,22/4/06,Veliko Tarnovo (B+S),World Cup
427,UIAA Climbing Worldcup (L) - Puurs (BEL) 2006,28/4/06,29/4/06,Puurs (L),World Cup
428,UIAA Climbing Worldcup (B) - Rovereto (ITA) 2006,12/5/06,14/5/06,Rovereto (B),World Cup
429,UIAA Climbing Worldcup (L+S) - Dresden (GER) 2006,19/5/06,20/5/06,Dresden (L+S),World Cup
430,UIAA Climbing Worldcup (B) - Grindelwald (SUI) 2006,9/6/06,10/6/06,Grindelwald (B),World Cup
431,UIAA Climbing Worldcup (B) - Fiera di Primiero (ITA) 2006,16/6/06,17/6/06,Fiera di Primiero(B),World Cup
432,UIAA Climbing Worldcup (B) - Hall (AUT) 2006,22/6/06,23/6/06,Hall (B),World Cup
433,UIAA Climbing Worldcup (L+S) - Chamonix (FRA) 2006,12/7/06,13/7/06,Chamonix (L+S),World Cup
434,UIAA Climbing Worldcup (L) - Qinghai Province (CHN) 2006,29/7/06,30/7/06,Qinghai (L),World Cup
435,UIAA Climbing Worldcup (S) - Val Daone (ITA) 2006,29/7/06,30/7/06,Daone (S),World Cup
436,UIAA Climbing Worldcup (L+S) - Singapore (SIN) 2006,5/8/06,6/8/06,Singapore (L+S),World Cup
437,UIAA Climbing Worldcup (L+S) - Kuala Lumpur (MAS) 2006,12/8/06,13/8/06,Kuala Lumpur (L+S),World Cup
438,UIAA Climbing Worldcup (L) - Marbella (ESP) 2006,16/9/06,17/9/06,Marbella (L),World Cup
439,UIAA Climbing Worldcup (L+S) - Shanghai (CHN) 2006,2/10/06,3/10/06,Shanghai (L+S),World Cup
440,UIAA Climbing Worldcup (B+S) - Moscow (RUS) 2006,2/11/06,4/11/06,Moscow (B+S),World Cup
441,UIAA Climbing Worldcup (L) - Penne (ITA) 2006,11/11/06,12/11/06,Penne (L),World Cup
442,UIAA Worldcup (L) - Kranj (SLO) 2006,18/11/06,19/11/06,Kranj (L),World Cup
443,UIAA World Youth Championship - Imst (AUT) 2006,24/8/06,27/8/06,Imst,World Championship
444, UIAA Asian Championships - Kaoshiung (TPE) 2006,26/10/06,29/10/06,Kaoshiung,Continental
445,UIAA European Championship - Ekatarinburg (RUS) 2006,29/6/06,3/7/06,Ekatarinburg,Continental
446,European Youth Cup - Imst (AUT) 2006 after disqualification,27/5/06,28/5/06,EYC Imst,Continental
447,European Youth Cup - Gdansk (POL) 2006,22/7/06,23/7/06,EYC Gdansk,Continental
448,European Youth Cup - Velika Tarnovo (BUL) 2006,7/10/06,8/10/06,EYC Velika Tarnovo,Continental
449,European Youth Cup - Annecy (FRA) 2006,28/10/06,29/10/06,EYC Annecy,Continental
450,European Youth Cup - Kranj (SLO) 2006,25/11/06,26/11/06,EXC Kranj,Continental
451,Central South America Championship - San Juan de los Morros (VEN),19/5/06,21/5/06,Cent.South Am.Champ.,Continental
452, North American Championships (L+S) - Denver Colorado (USA) 2006,24/11/06,25/11/06,American Champ.,Continental
453,Int. Event - Open Youth Marseille (FRA) 2006,22/4/06,23/4/06,Marseille,Other
454,Promotional Event - Melloblocco (ITA) 2006,6/5/06,7/5/06,Melloblocco,Other
457,Int. Youth Event - Citta di Ravenna (ITA) 2006,23/6/06,25/6/06,Citta di Ravenna,Other
459,Int. Youth Event - Petzen Trophy Kärnten (AUT) 2006,7/7/06,9/7/06,Kärnten,Other
460,Int. Event (L) - Serre Chevalier (FRA) 2006,21/7/06,22/7/06,Serre Chevalier,Other
461,Promotional Event (L+S) - Friedrichshafen 2006,24/7/06,26/7/06,Friedrichshafen,Other
462,International Event (B) - L'Argentiere la Bessee (FRA) 2006,28/7/06,28/7/06,L'Argentiere,Other
464,Int. Event (L+B+S) ROCKMASTER - Arco (ITA) 2006,2/9/06,3/9/06,Arco,Other
465,International Event (B) - La Colmiane (FRA) 2006,16/9/06,17/9/06,La Colmiane,Other
466,International Event (L) - Dima-Bilbao (ESP) 2006,11/10/06,14/10/06,Dima-Bilbao,Other
468,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,30/3/07,31/3/07,Erlangen,World Cup
469,IFSC Climbing Worldcup (S) - Tarnow (POL) 2007,13/4/07,14/4/07,Tarnow,World Cup
470,IFSC Climbing Worldcup (B) - Sofia (BUL) 2007,20/4/07,22/4/07,Sofia,World Cup
471,IFSC Climbing Worldcup (B) - Hall (AUT) 2007,27/4/07,28/4/07,Hall,World Cup
472,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,1/5/07,1/5/07,Trento,World Cup
473,IFSC Climbing Worldcup (B) - La Reunion (FRA) 2007,4/5/07,5/5/07,La Reunion,World Cup
474,IFSC Climbing Worldcup (L) - Imst (AUT) 2007,11/5/07,12/5/07,Imst,World Cup
475,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2007,8/6/07,9/6/07,Grindelwald,World Cup
476,IFSC Climbing Worldcup (L) - Zürich (SUI) 2007,15/6/07,16/6/07,Zürich,World Cup
477,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2007,22/6/07,23/6/07,Fiera,World Cup
478,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2007,11/7/07,13/7/07,Chamonix,World Cup
479,IFSC Climbing Worldcup (S) - Val Daone (ITA) 2007,21/7/07,22/7/07,Val Daone,World Cup
480,IFSC Climbing Worldcup (L+S) - Qinghai (CHN) 2007,11/8/07,12/8/07,Qinghai,World Cup
481,IFSC Climbing World Championship (L + B + S) - Aviles (ESP) 2007,17/9/07,23/9/07,Aviles,World Championship
482,IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2007,28/9/07,29/9/07,Puurs,World Cup
483,IFSC Climbing Worldcup (L) - Kazo (JPN) 2007,13/10/07,14/10/07,Kazo,World Cup
484,IFSC Climbing Worldcup (L) - Valence (FRA) 2007,2/11/07,3/11/07,Valence,World Cup
485,IFSC Climbing Worldcup (B) - Brno (CZE) 2007,9/11/07,10/11/07,Brno,World Cup
486,IFSC Climbing Worldcup (L) - Kranj (SLO) 2007,17/11/07,18/11/07,Kranj,World Cup
487,IFSC Climbing World Youth Championship - Ibarra (ECU) 2007,23/8/07,26/8/07,Ibarra,World Championship
488, IFSC Asian Championships - Guangzhou (CHN) 2007,8/11/07,11/11/07,Guangzhou,Continental
489,IFSC European Boulder Championship  - Birmingham (GBR) 2007,16/3/07,18/3/07,Birmingham,Continental
490,European Youth Series - Imst (AUT) 2007,19/5/07,20/5/07,EYS Imst,Continental
491,European Youth Series - Veliko Tarnovo (BUL) 2007,30/6/07,1/7/07,EYS Velika,Continental
492,European Youth Series - Leipzig (GER) 2007,7/7/07,8/7/07,EYS Leipzig,Continental
493,European Youth Series - Warsaw (POL) 2007,21/7/07,22/7/07,EYS Warsaw,Continental
494,European Youth Series - Linz (AUT) 2007,27/10/07,28/10/07,EYS Linz,Continental
495,European Youth Series - Kranj (SLO) 2007,24/11/07,25/11/07,EYS Kranj,Continental
496,Asian Indoor Games - Macau,29/10/07,3/11/07,Macau,Other
498,Promotional Event - Melloblocco (ITA) 2007,5/5/07,6/5/07,Melloblocco,Other
500, International Event (B) Ukrainian Verticals - Kiev (UKR),26/5/07,26/5/07,Kiev,Other
503,International Event - Swiss Master Outdoor Games - Interlaken (SUI) 2007,30/6/07,1/7/07,Interlaken,Other
504,Int. Youth Event - Petzen Trophy Kärnten (AUT) 2007,6/7/07,8/7/07,Petzen,Other
505,Int. Event (L) - Serre Chevalier (FRA) 2007,20/7/07,21/7/07,Serre Chevalier,Other
506,International Event (B) - L'Argentiere la Bessee (FRA) 2007,28/7/07,28/7/07,L'Argentiere,Other
507,International Event (B) - La Colmiane (FRA) Masters 2007,25/8/07,26/8/07,La Colmiane,Other
509,Int. Event (L+B+S) ROCKMASTER - Arco (ITA) 2007,8/9/07,9/9/07,Arco,Other
511,Promo Event (L+S) Asia Cup - Changsha (CMA),5/11/07,6/11/07,Asiacup2007,Other
512,IFSC Climbing Worldcup (B) - Hall (AUT) 2008,18/4/08,19/4/08,HALL ,World Cup
513,IFSC Climbing Worldcup (S) - Trento (ITA) 2008,27/4/08,27/4/08,TRENTO ,World Cup
514,IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,2/5/08,3/5/08,REUNION ,World Cup
515,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2008,30/5/08,31/5/08,GRINDELWALD,World Cup
516,IFSC Climbing Worldcup (B) - Vail (USA) 2008,6/6/08,7/6/08,VAIL ,World Cup
518,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,27/6/08,28/6/08,QINGHAI,World Cup
519,IFSC Climbing Worldcup (B) - Montauban (FRA) 2008,4/7/08,5/7/08,MONTAUBAN,World Cup
520,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2008,12/7/08,13/7/08,CHAMONIX,World Cup
521,IFSC Climbing Worldcup (S) - Val Daone (ITA) 2008,19/7/08,20/7/08,VAL DAONE ,World Cup
522,IFSC Climbing Worldcup (L) - Bern (SUI) 2008,12/9/08,13/9/08,08_WC_BE,World Cup
523,IFSC Climbing Worldcup (L) - Imst (AUT) 2008,19/9/08,20/9/08,08_WC_IM,World Cup
524,IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2008,26/9/08,27/9/08,08_WC_PU,World Cup
525,IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008  ,31/10/08,2/11/08,08_WC_MS,World Cup
526,IFSC Climbing Worldcup (L) - Kranj (SLO) 2008,15/11/08,16/11/08,08_WC_KR,World Cup
527,IFSC Youth World Championships Sydney 2008,28/8/08,31/8/08,Sidney,World Championship
529, IFSC Asian Championships (B+L+S) - Guangzhou (CHN) 2008,21/5/08,25/5/08,08_AC,Continental
530,Asian Youth Championship (L+S) - Yamaguchi (JPN) 2008 ,31/10/08,1/11/08,,Continental
531,IFSC European Championship - Paris (FRA) 2008,15/10/08,18/10/08,Paris,Continental
532,IFSC European Youth Series (L) - Prague (CZE) 2008,17/5/08,18/5/08,08_JS_PR,Continental
533,IFSC European Youth Series (L+S) - Wuppertal (GER) 2008,21/6/08,22/6/08,08_EY_WU,Continental
534,IFSC European Youth Series (L) - Imst (AUT) 2008,27/9/08,28/9/08,08EYC_IM,Continental
535,IFSC European Youth Series (L) - Annecy (FRA) 2008,1/11/08,2/11/08,08_EY_AN,Continental
536,IFSC European Youth Series (L) - Kranj (SLO) 2008,22/11/08,23/11/08,08_EY_KR,Continental
537,Centre and South American Continental Championship Sport Climbing - Senior,8/10/08,12/10/08,,Continental
538,North American Championships -  Montreal (CAN) 2008,4/12/08,7/12/08,08_NC,Continental
539,Oceanian Championship - New Zealand,3/10/08,5/10/08,,Continental
540,Regional Event (B) - Kitzbühel (AUT) 2008,4/4/08,5/4/08,08_PE_KI,Other
545,Int. Event (L+B) DimaRockmaster - Dima (ESP) 2008,23/5/08,24/5/08,08_IE_DI,Other
548,Int. Youth Event - Petzen Trophy Kärnten (AUT) 2008,4/7/08,6/7/08,08_JS_KA,Other
549,Int. Event (L) - Serre Chevalier (FRA) 2008,25/7/08,26/7/08,08_IE_SE,Other
554,Int. Event (L+B+S) ROCKMASTER - Arco (ITA) 2008,6/9/08,7/9/08,08_IE_AR,Other
555,Intl. Event - TreX Games Busan 2008 Intl. Sport Climbing Competition,28/9/08,2/10/08,,Other
556,International Event (S + L) - Shanghai (CHN) 2008,28/10/08,29/10/08,08_IE_SH,Other
557,IFSC Hydromaster CHINA 2008,28/10/08,28/10/08,,Other
560,IFSC Climbing Worldcup (B) - Kazo (JPN) 2009,11/4/09,12/4/09,WC Kazo,World Cup
561,IFSC Climbing Worldcup (S) - Tarnow (POL) 2009,18/4/09,19/4/09,WC Tarnow,World Cup
562,IFSC Climbing Worldcup (S) - Trento (ITA) 2009,25/4/09,26/4/09,WC Trento,World Cup
563,IFSC Climbing Worldcup (B) - Hall (AUT) 2009,1/5/09,2/5/09,WC Hall,World Cup
564,IFSC Climbing Worldcup (B) - Wien (AUT) 2009,29/5/09,30/5/09,WC Wien,World Cup
565,IFSC Climbing Worldcup (B) - Vail (USA) 2009,5/6/09,6/6/09,WC Vail,World Cup
566,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2009,12/6/09,13/6/09,WC Eindhoven,World Cup
567,IFSC Climbing World Championships  - Qinghai (CHN) 2009 - 15m Speed,30/6/09,5/7/09,Qinghai 15m,World Championship
568,IFSC Climbing World Championships  - Qinghai (CHN) 2009,30/6/09,5/7/09,Quinghai,World Championship
569,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",12/7/09,13/7/09,WC Chamonix,World Cup
570,IFSC Climbing Worldcup (S)  - Daone (ITA) 2009,1/8/09,2/8/09,WC Daone,World Cup
571,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009,8/8/09,9/8/09,WC Barcelona,World Cup
572,IFSC Climbing Worldcup (L) - Imst (AUT) 2009,21/8/09,22/8/09,WC Imst,World Cup
573,IFSC Climbing Worldcup (L) - Puurs (BEL) 2009,25/9/09,26/9/09,WC Puurs,World Cup
574,IFSC Climbing Worldcup (L) - Brno (CZE) 2009,6/11/09,7/11/09,WC Brno,World Cup
575,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009,14/11/09,15/11/09,WC Kranj,World Cup
576,IFSC World Youth Championships - Valence (FRA) 2009,27/8/09,30/8/09,,World Championship
579,Asia Championship - Chuncheon (KOR) - 2009,28/8/09,30/8/09,Asia Championship,Continental
581,European Youth Series - Imst (AUT) 2009,23/5/09,24/5/09,EYS Imst,Continental
582,IFSC European Youth Series (L+S) - Munich (GER),12/9/09,13/9/09,EYS Munich,Continental
583,IFSC European Youth Series - Edinburgh (GBR),19/9/09,20/9/09,EYS Edinburgh,Continental
584,IFSC European Youth Series (L+S) - Kaliningrad (RUS),16/10/09,18/10/09,EYS Kaliningrad,Continental
585,IFSC European Youth Series - Kranj (SLO) 2009,21/11/09,22/11/09,EYS Kranj,Continental
587,Asian X Games (S) - Shanghai (CHN) 2009,30/4/09,5/5/09,,Other
588,World Games (L+S) - Kaohsiung (TPE) 2009,18/7/09,19/7/09,,Other
590,Shanghai Rock Master (L + S) - Shanghai (CHN) 2009,2/5/09,3/5/09,09_03,Other
597,Intl. Youth Event - Petzen Climbing Trophy - Petzen (AUT) 2009,10/7/09,12/7/09,,Other
602,Promo Event - Bronx Rock Invitational - Cologne (GER) 2009,15/8/09,15/8/09,,Other
605, Int. Event (L+B+S) ROCKMASTER - Arco (ITA) 2009,5/9/09,6/9/09,,Other
608,IFSC Climbing Worldcup (S) - Trento (ITA) 2010,30/4/10,1/5/10,WC Trento,World Cup
609,IFSC Climbing Worldcup (B) - Greifensee (SUI) 2010,14/5/10,15/5/10,WC Greifensee,World Cup
610,IFSC Climbing Worldcup (B) - Wien (AUT) 2010,28/5/10,30/5/10,WC Wien,World Cup
611,IFSC Climbing Worldcup (B) - Vail (USA) 2010,4/6/10,5/6/10,WC Vail,World Cup
612,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",17/6/10,21/6/10,WC Moscow,World Cup
613,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2010,25/6/10,26/6/10,WC Eindhoven,World Cup
614,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010,3/7/10,4/7/10,WC Sheffield,World Cup
615,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2010",12/7/10,13/7/10,Wc Chamonix,World Cup
616,IFSC Climbing Worldcup (S) - Daone (ITA) 2010,24/7/10,25/7/10,WC Daone,World Cup
617,IFSC Climbing Worldcup (B) - Munich (GER) 2010,30/7/10,31/7/10,WC Munich,World Cup
618,"IFSC Climbing Worldcup (L, S) - Xining (CHN) 2010",20/8/10,21/8/10,WC Xining,World Cup
619,"IFSC Climbing Worldcup (L,S) - Chuncheon (KOR) 2010",28/8/10,30/8/10,WC Chuncheon,World Cup
620,IFSC Climbing Worldcup (L) - Puurs (BEL) 2010,24/9/10,25/9/10,WC Puurs,World Cup
621,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN) 2010",29/10/10,30/10/10,WC Huaiji,World Cup
622,IFSC Climbing Worldcup (L) - Kranj (SLO) 2010,13/11/10,14/11/10,WC Kranj,World Cup
623,IFSC World Youth Championship - Edinburgh (GBR) - 2010,9/9/10,12/9/10,Youth World Champ.,World Championship
627,Asian Continental Championship,16/9/10,19/9/10,ACH_Changzi,Continental
628,European Speed Cup - Friedrichshafen (GER) 2010,15/7/10,15/7/10,ESC Friedrichshafen,Continental
629,European Championship - Imst/Innsbruck (AUT) 2010,14/9/10,18/9/10,ECH Imst/Innsbruck,Continental
630,European Speed Cup - Nicosia (CYP) 2010,4/12/10,5/12/10,ESC Nicosia,Continental
631,European Youth Series - Imst (AUT) 2010,5/6/10,6/6/10,EYS_Imst,Continental
632,European Youth Series - Friedrichschafen (GER) 2010,15/7/10,15/7/10,EYS Freidrichshafen,Continental
633,European Youth Series - Wien (AUT) 2010,14/8/10,15/8/10,EYS Wien,Continental
634,European Youth Series - Veliko Tarnovo (BUL) 2010,2/10/10,3/10/10,EYS Veliko Tarnovo,Continental
635,European Youth Series - Annecy (France) 2010,23/10/10,24/10/10,EYS Annecy,Continental
636,European Youth Series - Kranj (SLO) 2010,20/11/10,21/11/10,EYS Kranj,Continental
637,"IFSC PanAmerican Championship (L, S, B) - Quito (ECU) 2010",18/5/10,22/5/10,PACH Quito,Continental
638,"PanAmerican Youth Championship (L,S, B) - Ibarra (ECU)",23/11/10,28/11/10,PAC YCH Ibarra,Continental
640,CISM Winter Military World Games - Courmayeur (ITA) 2010,21/3/10,22/3/10,CISM Courmayeur,Other
642,Regional European Competition  (L + S) - Volos and Almyros (GRE) 2010,23/4/10,24/4/10,REC Greece,Other
645,Promotional Event - Kitzbuhel (AUT) 2010,23/4/10,24/4/10,Kitzbuhel Promo,Other
655,Rock Master - World Championship Pre-event - Arco (ITA),16/7/10,18/7/10,Rockmaster Arco,Other
656,Rockmaster ARCO  2010 - Duel Lead,18/7/10,18/7/10,10_Arco_Duel,Other
661,"Lead International Event, Open International - Briancon (FRA) 2010",29/7/10,31/7/10,Lead Master Briancon,Other
663,"Promotional Event - Youyang, Chongqing (CHN)",28/9/10,30/9/10,Youyang Promo,Other
664,Jiangyin Rock Master - Jiangyin (CHN) 2010,2/11/10,3/11/10,RM_Jangyin,Other
665,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",14/4/11,17/4/11,Milano,World Cup
667,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,7/5/11,8/5/11,Log-Dragomer,World Cup
668,IFSC Climbing Worldcup (B) - Vienna (AUT) 2011 ,13/5/11,14/5/11,Vienna,World Cup
669,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,27/5/11,28/5/11,Canmore,World Cup
670,IFSC Climbing Worldcup (B) - Vail (USA) 2011 ,3/6/11,4/6/11,Vail,World Cup
671,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2011,17/6/11,18/6/11,Eindhoven,World Cup
672,IFSC Climbing Worldcup (B) - Barcelona (ESP) 2011,25/6/11,26/6/11,Barcelona,World Cup
673,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,2/7/11,3/7/11,Sheffield,World Cup
674,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",12/7/11,13/7/11,Chamonix,World Cup
675,IFSC Climbing World Championships  - Arco (ITA) 2011,15/7/11,24/7/11,WCH Arco 2011,World Championship
676,IFSC World Championship Lead Group A - Arco 2011,20/7/11,21/7/11,Arco Group A,World Championship
677,IFSC World Championship Lead Group B - Arco 2011,20/7/11,21/7/11,Arco Group B,World Championship
678,IFSC Climbing Worldcup (L) - Briançon (FRA) 2011,29/7/11,30/7/11,Briançon,World Cup
679,IFSC Climbing Worldcup (S) - Daone (ITA) 2011,6/8/11,7/8/11,Daone,World Cup
680,IFSC Climbing Worldcup (B) - Munich (GER) 2011 ,19/8/11,20/8/11,Munich,World Cup
681,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2011",2/9/11,3/9/11,Xining,World Cup
682,"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",7/9/11,8/9/11,Changzhi,World Cup
683,IFSC Climbing Worldcup (L) - Puurs (BEL) 2011,30/9/11,1/10/11,Puurs,World Cup
684,IFSC Climbing Worldcup (L) - Boulder (USA) 2011,8/10/11,9/10/11,Boulder,World Cup
685,IFSC Climbing Worldcup (L) - Amman (JOR) 2011 ,20/10/11,21/10/11,Amman,World Cup
686,IFSC Climbing Worldcup (L) - Valence (FRA) 2011,28/10/11,29/10/11,Valence,World Cup
687,IFSC Climbing Worldcup (L) - Kranj (SLO) 2011,19/11/11,20/11/11,Kranj,World Cup
688,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2011,26/11/11,27/11/11,Barcelona,World Cup
689,IFSC World Youth Championship - Imst (AUT) - 2011,25/8/11,28/8/11,YWC Imst,World Championship
692,Asian Continental Championship - Huangshi (CHN) 2011,9/12/11,11/12/11,Asian_Championship,Continental
693,Asian Youth Championship - Singapore (SGP) 2011,28/7/11,30/7/11,Asian_Youth_Chp,Continental
694,European Youth Cup (S) - Tarnow (POL) 2011,14/5/11,14/5/11,Tarnow,Continental
695,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",20/5/11,22/5/11,Edinburgh,Continental
696,European Youth Cup (S) - Chamonix (FRA) 2011,9/7/11,10/7/11,Chamonix,Continental
697,European Youth Cup (S) - Friedrichshafen (GER) 2011,14/7/11,14/7/11,Friedrichshafen,Continental
698,"European Youth Cup (L,S) - Veliko Tarnovo (BUL) 2011",1/8/11,4/8/11,Veliko,Continental
699,European Youth Cup (L) - Imst (AUT) 2011,12/8/11,14/8/11,Imst,Continental
700,European Youth Cup (B) - Meran (ITA) 2011,10/9/11,11/9/11,Meran,Continental
701,European Youth Cup (B)- Munich (GER) 2011,16/9/11,17/9/11,Munich,Continental
702,European Youth Cup (L) - Pau (FRA) 2011,11/11/11,12/11/11,Pau,Continental
703,European Youth Cup (L)- Kranj (SLO) 2011,26/11/11,27/11/11,Kranj,Continental
707,Rheintal Cup - Kinder-Bouldertag Küblis (B),6/3/11,6/3/11,RC Kinder Küblis,Other
709,Rheintal Cup - Junior Cup Dornbirn (L),9/4/11,9/4/11,RC Junior Dornbirn,Other
715,"Intl. Youth Event - Petzen Climbing Trophy (L, S, B) - Petzen (AUT) 2011 ",7/7/11,8/7/11,Petzen Climbing,Other
716,Promotional Event - Mammut Blocmaster - Innsbruck (AUT) 2011,9/7/11,10/7/11,Promo Mammut,Other
717,Rockmaster Gala Duel - Arco (ITA) 2011,23/7/11,24/7/11,Rockmaster Duel,Other
718,International Climbing Festival (under 14) - Veliko Tarnovo (BUL) 2011,27/7/11,29/7/11,Under14_Veliko,Other
722,Rheintal Cup - Megusta-Kids-Cup (L),24/9/11,24/9/11,Megusta-Kids-Cup,Other
723,Rheintal Cup - Megusta-Kids-Cup (S),24/9/11,24/9/11,Speed Megusta,Other
725,Jiangyin Rock Master - Jiangyin (CHN) 2011,15/10/11,16/10/11,Jiangyin_11,Other
726,Rheintal Cup Finale - Nikoloklettern Dornbirn (L),3/12/11,3/12/11,RC Nikoloklettern Do,Other
727,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",13/4/12,14/4/12,Chongqing,World Cup
728,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2012,21/4/12,22/4/12,Log-Dragomer,World Cup
729,IFSC Climbing Worldcup (B) - Vienna (AUT) 2012,27/4/12,28/4/12,Vienna,World Cup
730,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2012,18/5/12,19/5/12,Innsbruck,World Cup
731,IFSC Climbing Worldcup (B) - Vail (USA) 2012 ,1/6/12,2/6/12,Vail,World Cup
732,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2012",12/7/12,13/7/12,Chamonix,World Cup
733,IFSC Climbing Worldcup (L) - Briançon (FRA) 2012,20/7/12,21/7/12,Briançon,World Cup
734,IFSC Climbing Worldcup (S) - Val Daone (ITA) 2012,28/7/12,29/7/12,Daone,World Cup
735,IFSC Climbing Worldcup (L) - Imst (AUT) 2012,10/8/12,11/8/12,Imst,World Cup
736,IFSC Climbing Worldcup (B) - Munich (GER) 2012,25/8/12,26/8/12,Munich,World Cup
737,IFSC Climbing Worldcup (S) - Arco (ITA) 2012,1/9/12,2/9/12,Arco,World Cup
738,IFSC Climbing World Championship - Paris (FRA) 2012,12/9/12,16/9/12,WCH Paris,World Championship
739,IFSC World Championship Lead Group A - Paris 2012,11/9/12,12/9/12,Paris,World Championship
740,IFSC World Championship Lead Group B - Paris 2012,11/9/12,12/9/12,Paris,World Championship
741,IFSC Climbing Worldcup (L) - Puurs (BEL) 2012,21/9/12,22/9/12,Puurs,World Cup
742,IFSC Climbing Worldcup (L) - Atlanta (USA) 2012 ,29/9/12,30/9/12,Atlanta,World Cup
743,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",12/10/12,13/10/12,Xining,World Cup
744,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2012 ",20/10/12,21/10/12,Mokpo,World Cup
745,IFSC Climbing Worldcup (L) - Inzai (JPN) 2012,27/10/12,28/10/12,Inzai,World Cup
746,IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,17/11/12,18/11/12,Kranj,World Cup
747,IFSC World Youth Championship - Singapore (SIN) - 2012,29/8/12,1/9/12,YWCH Singapore,World Championship
750,"Asian Continental Championship - Leye, Guangxi (CHN) 2012",25/4/12,28/4/12,Asian_Ch_12,Continental
752,Asian Youth Championship - Hamedan (IRI) 2012,11/7/12,13/7/12,Asian_Youth_Chp_12,Continental
753,"European Youth Cup (L,S) - Edinburgh (GBR) 2012",18/5/12,20/5/12,Edinburgh,Continental
754,"European Youth Cup (L,S) - Moscow (RUS) 2012",25/5/12,27/5/12,Moscow,Continental
755,European Youth Cup (B) - Grindelwald (SUI) 2012,2/6/12,3/6/12,Grindelwald,Continental
756,European Youth Cup (L) - Voiron (FRA) 2012,9/6/12,9/6/12,Voiron,Continental
757,European Youth Cup (L) - Linz (AUT) 2012,30/6/12,1/7/12,Linz,Continental
758,European Youth Cup (S) - Chamonix (FRA) 2012,8/7/12,8/7/12,Chamonix,Continental
759,European Youth Cup (B) - L'Argentière (FRA) 2012,25/7/12,26/7/12,Argentiere,Continental
760,European Youth Cup (L) - Imst (AUT) 2012,4/8/12,5/8/12,Imst,Continental
