event_id,name,start_date,end_date,location
992,IFSC Climbing Worldcup (B) - Munich (GER) 2017 ,2017-08-18,2017-08-19,MunichWC
993,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017 ",2017-08-25,2017-08-26,ArcoWC
994,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",2017-09-23,2017-09-24,EdinburghWC
995,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2017",2017-10-07,2017-10-08,Wujiang
996,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",2017-10-14,2017-10-15,XiamenWC
997,IFSC Climbing Worldcup (L) - Kranj (SLO) 2017,2017-11-11,2017-11-12,KranjWC
998,IFSC Youth World Championships - Innsbruck (AUT) - 2017,2017-08-30,2017-09-10,WYCH Innsbruck
999,IFSC Youth World Championships Combined - Innsbruck (AUT) - 2017,2017-09-08,2017-09-09,YWCH Combined
1004,Asian Continental Championships - Tehran (IRI) 2017,2017-09-18,2017-09-21,ACH Tehran
1005,Asia Cup - Wanxianshan (CHN) 2017,2017-10-27,2017-10-29,Asia_Cup_17
1007,Asian Youth Championships - Singapore (SGP) 2017,2017-07-05,2017-07-09,Asian_Youth_Chp_17
1008,"European Championship (L,S) - Campitello di Fassa (ITA) 2017 ",2017-06-30,2017-07-01,CAMPECH17
1009,European Championship (B) - Munich (GER) 2017 ,2017-08-18,2017-08-19,MunichECH
1010,European Youth Cup (B) - Graz (AUT) 2017 ,2017-04-29,2017-04-30,EYC_Graz_17
1011,European Youth Cup (S) - Tarnow (POL) 2017,2017-05-12,2017-05-13,EYC_POL_17
1012,European Youth Cup (B) - Soure (POR) 2017,2017-05-20,2017-05-21,EYC_POR_17
1013,European Youth Cup (L) - Imst (AUT) 2017,2017-05-27,2017-05-28,EYC_AUT_L_17
1014,European Youth Cup (L) - Dornbirn (AUT) 2017,2017-06-10,2017-06-11,EYC_AUT_L_17
1015,European Youth Cup (S) - Bologna (ITA) 2017,2017-06-17,2017-06-17,EYC_ITA_17
1016,European Youth Cup (L) - Uster (SUI) 2017,2017-06-24,2017-06-25,EYC_AUT_L_17
1017,European Youth Cup (B) - L'Argentière (FRA) 2017 ,2017-07-18,2017-07-19,EYC_Argentiere_17
1018,European Youth Cup (B) - Sofia (BUL) 2017,2017-08-05,2017-08-06,Sofia
1019,European Youth Cup (L) - Mitterdorf (AUT) 2017,2017-08-12,2017-08-13,EYC_AUT_L_17
1020,European Youth Cup (S) - Imst (AUT) 2017,2017-08-27,2017-08-27,EYC_AUT_S_17
1021,European Youth Championships (B) - Slany (CZE) 2017,2017-09-15,2017-09-16,EYCH_Slany_17
1022,"European Youth Championships (L,S) - Perm (RUS) 2017",2017-09-28,2017-10-01,EYCH_Perm_17
1023,European Youth Championship Combined (Youth A) - Saint-Etienne (FRA) 2017,2017-11-25,2017-11-26,EYCH_St.Etienne_2017
1024,"PanAmerican Youth Championship (L, S, B) - Montreal (CAN) 2017 ",2017-10-30,2017-11-05,PAC Montreal
1025,PanAmerican Youth Championship Combined - Montreal (CAN) 2017 ,2017-10-29,2017-10-30,PAC Montreal Comb
1027,3rd CISM World Winter Games - Sochi (RUS) 2017,2017-02-22,2017-02-27,CISM2017
1028,The World Games 2017 - Wroclaw (POL) 2017,2017-07-21,2017-07-23,WG_2017
1029,"African Youth A YOG - Johannesburg, Gauteng (RSA) 2017",2017-12-07,2017-12-08,YOG17
1032,Promo Event - The Climbing Works International Festival (B) - Sheffield (GBR) 2017,2017-03-18,2017-03-19,Promo Sheffield
1045,China Open Qualification - Guangzhou (CHN) 2017,2017-11-17,2017-11-17,China_Open_17
1046,China Open - Guangzhou (CHN) 2017,2017-11-18,2017-11-19,China_Open_17
1047,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,2018-04-13,2018-04-14,MeiringenWC
1048,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018 ",2018-04-21,2018-04-22,MoscowWC
1049,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018 ",2018-05-05,2018-05-06,ChongqingWC
1050,"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018 ",2018-05-12,2018-05-13,TaianWC
1051,IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018 ,2018-06-02,2018-06-03,TokyoWC
1052,IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,2018-06-08,2018-06-09,VailWC
1053,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018 ",2018-07-06,2018-07-07,VillarsWC
1054,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018 ",2018-07-11,2018-07-13,ChamonixWC
1055,IFSC Climbing Worldcup (L) - Briançon (FRA) 2018 ,2018-07-20,2018-07-21,BriançonWC
1056,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018 ",2018-07-27,2018-07-28,ArcoWC
1057,IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,2018-08-17,2018-08-18,MunichWC
1058,IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,2018-09-29,2018-09-30,KranjWC
1059,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018 ",2018-10-20,2018-10-21,Wujiang
1060,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2018 ",2018-10-27,2018-10-28,XiamenWC
1061,IFSC Climbing World Championships - Innsbruck (AUT) 2018,2018-09-06,2018-09-16,WCH Innsbruck
1062,IFSC Climbing World Championships Combined - Innsbruck (AUT) 2018,2018-09-15,2018-09-16,WCH Combined
1063,IFSC Youth World Championships -  Moscow (RUS) 2018,2018-08-09,2018-08-16,WYCH Central Saanich
1067,Asia Cup (B) - Hong Kong (HKG) 2018,2018-03-10,2018-03-11,Asia_Cup_18
1068,"Asia Cup (B,S) - Bangkok (THA) 2018",2018-06-15,2018-06-17,Asia_Cup_18
1069,Asian Championships - Kurayoshi (JPN) 2018 ,2018-11-07,2018-11-11,ACH Kurayoshi 
1070,Asian Championships Combined - Kurayoshi (JPN) 2018 ,2018-11-11,2018-11-11,ACH Kurayoshi comb
1072,Asian Youth Championships - Chongqing (CHN) 2018,2018-11-01,2018-11-04,Asian_Youth_Chp_18
1073,"European Youth Cup (L,S) - Voiron (FRA) 2018 ",2018-04-07,2018-04-08,EYC_FRA_18
1074,European Youth Cup (B) - Graz (AUT) 2018 ,2018-04-28,2018-04-29,EYC_Graz_18
1075,European Youth Cup (B) - Soure (POR) 2018 ,2018-05-05,2018-05-06,EYC_POR_18
1076,European Youth Cup (S) - Bologna (ITA) 2018 ,2018-05-12,2018-05-13,EYC_ITA_18
1077,"European Youth Championship (L, S) - Imst 2018",2018-05-25,2018-05-27,EYCH_AUT_18
1078,European Youth Cup (B) - Delft (NED) 2018 ,2018-06-02,2018-06-03,EYC_NED_18
1079,European Youth Cup (L) - Bruneck (ITA) 2018 ,2018-06-16,2018-06-17,EYC_ITA_18
1080,European Youth Cup (S) - Mezzolombardo (ITA) 2018 ,2018-06-22,2018-06-24,EYC_ITA_18
1081,European Youth Cup (L) - Uster (SUI) 2018 ,2018-06-30,2018-07-01,EYC_L_SUI
1082,European Youth Cup (L) - Munich (GER) 2018 ,2018-07-07,2018-07-08,EYC_L_MUN
1083,European Youth Cup (B) - Sofia (BUL) 2018 ,2018-07-21,2018-07-22,Sofia
1084,European Youth Championships (B) - Brussels (BEL) 2018 ,2018-08-31,2018-09-02,EYCH_Brussels_18
1085,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",2018-11-21,2018-11-26,PAC Guayaquil
1088,World University Championships - Bratislava (SVK) 2018,2018-06-20,2018-06-23,UCH18
1091,Promo Event - The Climbing Works International Festival (B) - Sheffield (GBR) 2018,2018-03-10,2018-03-11,Promo Sheffield
1095,"International Climbing Series - Outdoor Village Speed Stars - Akishima, Tokyo (JPN) 2018",2018-04-28,2018-04-29,Speed Stars 2018
1098,Promo Event - International Climbing Elite Tournament (L + S) - Ningbo (CHN) 2018,2018-05-26,2018-05-27,Promo Ningbo 2018
1101,Promo Event - International Climbing Elite Tournament (L + S) - Delingha(CHN) 2018,2018-07-14,2018-07-15,Promo Ningbo 2018
1107,Promo Event - International Climbing Elite Tournament (L+S) - Huai’an (CHN) 2018,2018-10-09,2018-10-10,Promo Ningbo 2018
1108,Promo Event - International Climbing Elite Tournament (L+S) - Wanxianshan (CHN) 2018,2018-10-13,2018-10-14,Promo Ningbo 2018
1109,International Climbing Series - China Open Semifinals & Finals - Guanzhou (CHN) 2018,2018-11-15,2018-11-17,China_Open_Q
1110,International Climbing Series - China Open - Guangzhou (CHN) 2018 ,2018-11-16,2018-11-18,China_Open_18
1111,Promo Event - International Climbing Elite Tournament (L+S) - Leye (CHN) 2018,2018-11-24,2018-11-25,Promo Ningbo 2018
1112,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,2019-04-05,2019-04-06,MeiringenWC
1113,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",2019-04-12,2019-04-14,MoscowWC
1114,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2019",2019-04-26,2019-04-28,ChongqingWC
1115,"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",2019-05-03,2019-05-05,WujiangWC
1116,IFSC Climbing Worldcup (B) - Munich (GER) 2019,2019-05-18,2019-05-19,MunichWC
1117,IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,2019-06-07,2019-06-08,VailWC
1118,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",2019-07-04,2019-07-06,VillarsWC
1119,"IFSC Climbing Worldcup (L, S) - Chamonix (FRA) 2019 ",2019-07-11,2019-07-13,ChamonixWC
1120,IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 ,2019-07-19,2019-07-20,BriançonWC
1121,IFSC Climbing World Championships - Hachioji (JPN) 2019,2019-08-11,2019-08-21,WCH Hachioji
1122,IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,2019-08-18,2019-08-21,WCH Combined
1123,IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,2019-09-28,2019-09-29,KranjWC
1124,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2019 ",2019-10-18,2019-10-20,XiamenWC
1125,IFSC Climbing Worldcup (L) - Inzai (JPN) 2019 ,2019-10-26,2019-10-27,InzaiWC
1126,IFSC Youth World Championships -  Arco (ITA) 2019 ,2019-08-22,2019-08-31,YWCH Arco
1131,Asian Championships - Bogor (INA) 2019,2019-11-06,2019-11-10,ACH Palembang
1132,Asian Combined Youth Championships - Chongqing (CHN) 2019,2019-11-14,2019-11-17,Asian_Youth_Chp_18
1133,Asian Youth Championships - Bengaluru (IND) 2019 ,2019-12-12,2019-12-15,Asian_Youth_Chp_19
1134,"IFSC European Cup (B,S) - Innsbruck (AUT) 2019",2019-05-02,2019-05-04,Inns19
1135,European Championship (B) - Zakopane (POL) 2019,2019-09-05,2019-09-07,PolandECH
1136,"European Championship (L,S) - Edinburgh (GBR) 2019",2019-10-04,2019-10-06,EdinCH19
1137,European Youth Cup (B) - Soure (POR) 2019,2019-04-27,2019-04-28,Soure
1138,European Youth Cup (B) - Graz (AUT) 2019,2019-05-11,2019-05-12,Graz
1139,European Youth Cup (S) - Mezzolombardo (ITA) 2019,2019-05-18,2019-05-18,Mazzolombardo
1140,European Youth Cup (B) - Sofia (BUL) 2019,2019-05-25,2019-05-26,Sofia
1141,European Youth Cup (L) - Ostermundigen (SUI) 2019,2019-06-22,2019-06-23,Ostermundigen
1142,European Youth Cup (L) - St. Pierre Faucigny (FRA) 2019,2019-06-29,2019-06-30,St. Pierre Faucigny
1143,European Youth Cup (S) - Tarnow (POL) 2019,2019-07-19,2019-07-20,Tarnow
1144,"European Youth Cup (S,L) - Imst (AUT) 2019",2019-08-02,2019-08-04,Imst
1145,European Youth Championships (B) - Brixen (ITA) 2019,2019-09-20,2019-09-22,EYCH_Brixen_19
1146,"European Youth Championships (L,S) - Voronezh (RUS) 2019",2019-10-18,2019-10-20,EYCH_Voronezh_19
1147,"PanAmerican Youth Championships (L, S, B) - Ibarra (ECU) 2019 ",2019-12-03,2019-12-08,PAC Ibarra
1148,PanAmerican Youth Championships Combined - Ibarra (ECU) 2019 ,2019-12-07,2019-12-12,PAC Ibarra
1149,ANOC World Beach Games (B) - Doha (QAT),2019-10-13,2019-10-14,BG19
1152,IFSC Combined Qualifier - Toulouse/Tournefeuille (FRA) 2019,2019-11-28,2019-12-01,WCH Combined
1156,"International Climbing Series - Outdoor Village Speed Stars - Akishima, Tokyo (JPN) 2019",2019-05-12,2019-05-12,Speed Stars 2019
1162,International Climbing Series - China Open - Guangzhou (CHN) 2019,2019-10-31,2019-11-03,China_Open_19
1163,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",2016-10-22,2016-10-23,XiamenWC
1164,IFSC Climbing Worldcup (L) - Chamonix (FRA) 2017,2017-07-12,2017-07-13,ChamonixWC
1165,IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,2017-07-28,2017-07-29,BriançonWC
1166,"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",2020-11-20,2020-11-29,Moscow
1167,IFSC Oceania - Continental Championships (C) - Sydney (AUS) 2020,2020-12-18,2020-12-20,Sydney
1168,IFSC Africa - Continental Championships (C) - Cape Town (RSA) 2020,2020-12-16,2020-12-20,Cape Town
1170,UIAA Worldcup - Leipzig (GER) 1999,1999-05-27,1999-05-28,W-Leipzig
1171,IFSC Pan Am - Pre Qualifying event (C) - Los Angeles (USA) 2020,2020-02-25,2020-02-27,Los Angeles
1176,Olympic Games -  Sport Climbing combined event -Tokyo (JPN) 2020,2020-08-03,2020-08-07,Tokyo
1177,"IFSC Youth - World Championships (B,S,L) - Voronezh (RUS) 2020 - CANCELLED",2020-08-22,2020-08-31,Voronezh
1181,IFSC Europe - Continental Youth Cup (L) - Augsburg (GER) 2020,2020-09-16,2020-09-18,Augsburg
1183,IFSC Connected Speed Knockout presented by Japan Airlines,2020-08-01,2020-08-02,Torino
1184,IFSC Europe - Continental Cup - Voronezh (RUS) - CANCELLED,2020-12-03,2020-12-06,Voronezh
1185,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",2021-09-15,2021-09-21,Moscow
1186,"IFSC - Climbing Youth World Championships (B,L,S) - Voronezh (RUS) 2021",2021-08-20,2021-08-31,Voronezh
1187,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,2021-04-15,2021-04-17,Meiringen
1189,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2021 - CANCELLED",2021-09-30,2021-10-03,Seoul
1190,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,2021-05-21,2021-05-23,Salt Lake City
1192,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2021",2021-05-28,2021-05-31,Salt Lake City
1193,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2021",2021-06-22,2021-06-26,Innsbruck
1194,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",2021-06-30,2021-07-03,Villars
1195,IFSC - Climbing World Cup (L) - Chamonix (FRA) 2021,2021-07-11,2021-07-13,Chamonix
1196,IFSC - Climbing World Cup (L) - Briançon (FRA) 2021,2021-07-16,2021-07-18,Briançon
1197,IFSC - Climbing World Cup (L) - Kranj (SLO) 2021,2021-09-02,2021-09-04,Ljubljana
1200,IFSC Europe - Continental Youth Cup (S) - Tarnow (POL),2020-11-13,2020-11-14,Tarnow
1205,IFSC Europe - Continental Cup (B) - Klagenfurt (AUT) 2021,2021-04-09,2021-04-11,Klagenfurt
1206,IFSC Europe - Continental Cup (B) - Belgrad (SRB) 2021 - CANCELLED,2021-05-28,2021-05-30,Belgrad
1207,IFSC Europe - Continental Cup (B) - Krakow (POL) 2021,2021-08-06,2021-08-08,Krakow
1208,IFSC Europe - Continental Cup (S) - Innsbruck (AUT) 2021,2021-06-22,2021-06-23,Innsbruck
1209,IFSC Europe - Continental Cup (S) - Gaflenz (AUT) 2021,2021-06-26,2021-06-27,Gaflenz
1210,"IFSC Europe - Continental Cup (L,S) - Laval (FRA) 2021",2021-10-21,2021-10-24,Laval
1211,"IFSC Europe - Continental Cup (L,S) - Tyumen (RUS) 2021 - CANCELLED",2021-11-04,2021-11-07,Tyumen
1212,IFSC Europe - Continental Youth Cup (B) - Soure (POR) 2021,2021-10-08,2021-10-10,Soure
1213,IFSC Europe - Continental Youth Cup (B) - Graz (AUT) 2021,2021-05-13,2021-05-16,Graz
1214,IFSC Europe - Continental Youth Cup (S) - Bochum (GER) 2021,2021-06-03,2021-06-04,Bochum
1215,"IFSC Europe - Continental Youth Cup (L,S) - Imst (AUT) 2021",2021-06-10,2021-06-13,Imst
1216,IFSC Europe - Continental Youth Cup (L) - Ostermundigen (SUI),2021-06-18,2021-06-20,Ostermundigen
1217,IFSC Europe - Continental Youth Cup (S) - Gaflenz (AUT),2021-06-26,2021-06-27,Gaflenz
1218,"IFSC Europe - Continental Youth Cup (L,S) - Puurs (BEL) 2021",2021-07-01,2021-07-04,Puurs
1219,IFSC Europe - Continental Youth Cup (L) - Veliko Tarnovo (BUL) 2021,2021-07-23,2021-07-25,Veliko Tarnovo
1220,"IFSC Europe - Continental Youth Cup (L,S) - Zilina (SVK) 2021",2021-07-28,2021-07-31,Zilina
1221,"IFSC Europe - Continental Youth Championships (B,S,L) - Perm (RUS)",2021-04-30,2021-05-05,Perm
1227,Olympic Games (C) - Tokyo (JPN) 2020,2021-08-02,2021-08-06,Tokyo
1231,"IFSC Pan Am - Continental Championships (B,S,L) - Ibarra (ECU) 2021",2021-11-30,2021-12-06,Ibarra
1233,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,2022-04-07,2022-04-10,Meiringen
1235,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",2022-05-05,2022-05-08,Seoul
1236,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",2022-05-20,2022-05-23,Salt Lake City
1237,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",2022-05-27,2022-05-30,Salt Lake City
1238,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2022",2022-06-21,2022-06-26,Innsbruck
1239,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2022",2022-06-29,2022-07-02,Villars-sur-Ollon
1240,"IFSC - Climbing World Cup (L,S) - Chamonix (FRA) 2022",2022-07-07,2022-07-10,Chamonix
1241,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,2022-07-21,2022-07-23,Briançon
1242,IFSC - Climbing World Cup (L) - Koper (SLO) 2022,2022-09-01,2022-09-03,Koper
1243,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",2022-09-23,2022-09-26,Jakarta
1245,"World Games (B,S,L) - Birmingham (USA) 2022",2022-07-14,2022-07-17,Birmingham
1246,"IFSC - Climbing Youth World Championships (B,S,L) - Dallas (USA) 2022",2022-08-22,2022-09-01,United States
1247,"IFSC Europe - Continental Championships (B,S,L) - Munich (GER) 2022",2022-08-10,2022-08-18,Munich
1248,Asian Games - Hangzhou (CHN) 2022 - POSTPONED,2022-09-14,2022-09-19,Hangzhou
1249,"FISU University Championships (B,S,L) - Innsbruck (AUT) 2022",2022-06-12,2022-06-17,Innsbruck
1252,"IFSC Africa - Continental Championships (B,S,L) - Johannesburg (RSA) 2021",2021-12-15,2021-12-18,Johannesburg
1257,Youth Olympic Games - Buenos Aires (ARG) 2018,2018-10-01,2018-10-28,Buenos Aires
1258,IFSC Europe - Continental Youth Cup (B) - Chambéry (FRA) 2022,2022-04-08,2022-04-10,Chambéry
1259,IFSC Europe - Continental Youth Cup (B) - Soure (POR) 2022,2022-04-22,2022-04-24,Soure
1260,IFSC Europe - Continental Cup (B) - Prague (CZE) 2022,2022-04-28,2022-05-01,Prague
1261,IFSC Europe - Continental Cup (B) - Brixen (ITA) 2022,2022-05-06,2022-05-08,Brixen
1262,"IFSC Europe - Continental Youth Cup (L,S) - Imst (AUT) 2022",2022-05-26,2022-05-29,Imst
1263,IFSC Europe - Continental Cup (B) - Klagenfurt (AUT) 2022,2022-05-19,2022-05-21,Klagenfurt
1264,"IFSC Europe - Continental Cup (L,S) - Tyumen (RUS) 2022 - CANCELLED",2022-06-03,2022-06-05,Tyumen
1265,IFSC Europe - Continental Cup (S) - Innsbruck (AUT) 2022,2022-06-20,2022-06-21,Innsbruck
1266,IFSC Europe - Continental Youth Cup (L) - Ostermundigen (SUI) 2022,2022-06-24,2022-06-26,Ostermundigen
1267,IFSC Europe - Continental Youth Cup (L) - Dornbirn (AUT) 2022,2022-07-01,2022-07-03,Dornbirn
1268,"IFSC Europe - Continental Youth Championship (L,S) - Augsburg (GER) 2022",2022-07-07,2022-07-10,Augsburg
1269,"IFSC Europe - Continental Cup (L,S) - Žilina (SVK) 2022",2022-07-15,2022-07-17,Žilina
1270,IFSC Europe - Continental Youth Cup (S) - Mezzolombardo (ITA) 2022,2022-07-28,2022-07-29,Mezzolombardo
1271,IFSC Europe - Continental Cup (S) - Mezzolombardo (ITA) 2022,2022-07-29,2022-07-30,Mezzolombardo
1272,IFSC Europe - Continental Youth Championship (B) - Graz (AUT) 2022,2022-08-02,2022-08-06,Graz
1273,IFSC Europe - Continental Cup (S) - Hamburg (GER) 2022,2022-09-24,2022-09-25,Hamburg
1274,"IFSC Europe - Continental Youth Cup (L,S,B) - Kaliningrad (RUS) 2022 - CANCELLED",2022-10-11,2022-10-16,Kaliningrad
1275,IFSC Europe - Continental Cup (S) - Laval (FRA) 2022,2022-10-20,2022-10-22,Laval
1283,"IFSC Europe - Continental Cup (L,S) - Arco (ITA) 2022",2022-06-03,2022-06-05,Arco
1284,IFSC - Climbing World Cup (B) - Brixen (ITA) 2022,2022-06-09,2022-06-12,Brixen
1287,"IFSC Asia - Continental Championships (B, L, S, B&L) - Republic of Korea 2022",2022-10-09,2022-10-16,Seoul
1288,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",2022-09-08,2022-09-11,Edinburgh
1291,IFSC World Cup Hachioji 2023,2023-04-20,2023-04-23,Hachioji
1292,IFSC World Cup Seoul 2023,2023-04-27,2023-04-30,Seoul
1293,IFSC World Cup Jakarta 2023,2023-05-05,2023-05-07,Indonesia
1294,IFSC World Cup Salt Lake City 2023,2023-05-19,2023-05-22,Salt Lake City
1295,IFSC World Cup Prague 2023,2023-06-01,2023-06-04,Prague
1296,IFSC World Cup Brixen 2023,2023-06-08,2023-06-11,Brixen
1297,IFSC World Cup Innsbruck 2023,2023-06-13,2023-06-18,Innsbruck
1298,IFSC World Cup Villars 2023,2023-06-29,2023-07-02,Villars-sur-Ollon
1299,IFSC World Cup Chamonix 2023,2023-07-06,2023-07-09,Chamonix
1300,IFSC World Cup Briançon 2023,2023-07-13,2023-07-15,Briançon
1301,IFSC World Championships Bern 2023,2023-07-31,2023-08-12,Bern
1304,IFSC Youth World Championships Seoul 2023,2023-08-17,2023-08-27,South Korea
1305,European Games Krakow-Malopolska 2023,2023-06-20,2023-07-02,Tarnow
1306,Asian Games Hangzhou 2022,2023-09-22,2023-10-08,Hangzhou
1307,Pan American Games Santiago 2023,2023-10-20,2023-10-26,Santiago
1309,IFSC European Qualifier Rome 2023,2023-09-14,2023-09-15,Rome
1310,IFSC Asian Qualifier Jakarta 2023,2023-11-08,2023-11-12,Jakarta
1311,IFSC Oceania Qualifier Melbourne 2023,2023-11-23,2023-11-26,Melbourne
1312,IFSC African Qualifier Pretoria 2023,2023-12-06,2023-12-09,Pretoria
1314,International Climbing Series - Studio Bloc Master - Pfungstadt (GER) 2023,2023-03-10,2023-03-12,Pfungstadt
1315,IFSC Asia - Continental Cup (B) - Manila (PHI) 2022,2022-11-04,2022-11-06,Manila
1316,IFSC Asia - K Continental Championships - Jamshedpur (IND),2022-12-08,2022-12-11,Jamshedpur
1317,IFSC European Cup Chambéry 2023,2023-04-06,2023-04-08,Chambéry
1318,IFSC European Cup Loverval 2023,2023-05-26,2023-05-28,Loverval
1320,IFSC European Cup Liébana 2023,2023-05-11,2023-05-14,Liébana
1321,IFSC Europe - Continental Youth Cup (B) - Soure (POR) 2023,2023-04-21,2023-04-23,Soure
1322,IFSC Europe - Continental Youth Cup (B) - Kaunas (LTU) 2023,2023-04-27,2023-04-30,Kaunas
1323,IFSC Europe - Continental Youth Cup (B) - Graz (AUT) 2023,2023-05-04,2023-05-07,Graz
1324,IFSC European Cup Žilina 2023,2023-07-20,2023-07-22,Žilina
1325,IFSC European Cup Innsbruck 2023,2023-06-11,2023-06-12,Innsbruck
1326,IFSC Europe - Continental Youth Cup (L) - Niederwangen (SUI) 2023,2023-06-16,2023-06-18,Niederwangen
1327,IFSC Europe - Continental Youth Cup (L) - St. Pierre en Faucigny (FRA) 2023,2023-06-23,2023-06-25,St. Pierre en Faucigny
1328,"IFSC Europe - Continental Youth Cup (L,S) - Imst (AUT) 2023",2023-06-29,2023-07-02,Imst
1329,"IFSC Europe - Continental Youth Championship (B,S) - Duisburg (GER) 2023",2023-06-07,2023-06-11,Duisburg
1331,IFSC European Cup Tarnów 2023,2023-03-31,2023-04-02,Tarnów
1332,IFSC Europe - Continental Youth Cup (S) - Tarnów (POL) 2023,2023-03-31,2023-04-02,Tarnów
1336,IFSC European Cup Bologna 2023,2023-09-01,2023-09-03,Bologna
1342,IFSC Asia - Continental Youth Cup (S) - Singapore (SGP) 2023,2023-07-07,2023-07-08,Singapore
1347,IFSC South American Cup Mar del Plata 2023,2023-12-15,2023-12-18,Mar del Plata
1351,NEOM IFSC Masters 2023,2023-11-21,2023-11-24,Neom Beach Games Mountain Village
1353,IFSC World Cup Keqiao 2024,2024-04-07,2024-04-10,Keqiao
1354,IFSC World Cup Wujiang 2024,2024-04-11,2024-04-14,Wujiang
1355,IFSC World Cup Salt Lake City 2024,2024-05-03,2024-05-06,Salt Lake CIty
1356,IFSC World Cup Innsbruck 2024,2024-06-25,2024-06-30,Innsbruck
1357,IFSC World Cup Chamonix 2024,2024-07-11,2024-07-14,Chamonix
1358,IFSC World Cup Briançon 2024,2024-07-16,2024-07-19,Briancon
1359,IFSC World Cup Koper 2024,2024-09-05,2024-09-07,Koper
1360,IFSC World Cup Prague 2024,2024-09-19,2024-09-22,Prague
1361,IFSC World Cup Seoul 2024,2024-10-02,2024-10-06,Seoul
1363,IFSC Youth European Cup Lublin 2024,2024-03-16,2024-03-17,Lublin
1365,IFSC Youth European Cup Soure 2024,2024-04-19,2024-04-21,Soure
1366,IFSC European Cup Klagenfurt 2024,2024-04-25,2024-04-27,Klagenfurt
1367,IFSC Youth European Cup Graz 2024,2024-05-02,2024-05-05,Graz
1368,IFSC Youth European Cup Mezzolombardo 2024,2024-05-23,2024-05-25,Mezzolombardo
1369,IFSC European Cup Mezzolombardo 2024,2024-05-24,2024-05-25,Mezzolombardo
1371,IFSC Youth European Cup Dornbirn 2024,2024-07-12,2024-07-14,Dornbirn
1372,IFSC Youth European Cup Žilina 2024,2024-07-18,2024-07-21,Žilina
1373,IFSC European Cup Casalecchio di Reno 2024,2024-09-13,2024-09-15,
1375,IFSC Youth European Championships Troyes 2024,2024-09-24,2024-09-29,Troyes
1376,IFSC European Cup Lublin 2024,2024-03-15,2024-03-16,Lublin
1377,IFSC Youth European Cup Curno 2024,2024-04-04,2024-04-07,Curno
1378,IFSC European Cup Augsburg 2024,2024-06-20,2024-06-22,Augsburg
1379,IFSC Youth European Cup Ostermundigen 2024,2024-09-20,2024-09-22,Ostermundigen
1381,IFSC European Championships Villars 2024,2024-08-26,2024-09-01,Villars
1383,IFSC European Cup Innsbruck 2024,2024-06-23,2024-06-24,Innsbruck
